"","co1","so2","ozone","temp","rh"
"749",0.187,0,0.015,59,93
"750",0.163,0,0.018,60,92
"751",0.162,0,0.016,60,92
"752",0.198,0,0.011,59,91
"753",0.197,0,0.012,59,89
"754",0.177,0,0.014,59,81
"755",0.168,0,0.014,56,77
"756",0.162,0,0.015,54,72
"757",0.1535,0,0.014,52,68
"758",0.145,0,0.019,54,55
"759",0.145,0,0.022,53,47
"760",0.139,0,0.022,52,47
"761",0.138,0,0.018,50,51
"762",0.145,0,0.02,48,49
"763",0.155,0,0.019,46,51
"764",0.162,-0.1,0.019,44,53
"765",0.163,0,0.023,43,49
"766",0.152,-0.1,0.024,41,49
"767",0.15,-0.1,0.025,40,49
"768",0.156,-0.1,0.025,37,52
"769",0.148,-0.1,0.027,35,52
"770",0.143,-0.1,0.031,33,50
"771",0.143,-0.1,0.031,31,53
"772",0.146,-0.1,0.03,30,56
"773",0.15,-0.1,0.029,29,59
"774",0.157,-0.1,0.028,28,60
"775",0.179,-0.1,0.027,27,61
"776",0.19,-0.1,0.027,26,61
"777",0.192,-0.1,0.028,26,59
"778",0.182,0,0.028,27,55
"779",0.168,0,0.028,29,53
"780",0.179,0,0.029,31,50
"781",0.19,0,0.028,33,47
"782",0.201,0.1,0.028,37,42
"783",0.223,0.2,0.026,39,39
"784",0.236,0.2,0.027,40,37
"785",0.254,0.1,0.024,41,37
"786",0.287,0.1,0.017,41,39
"787",0.339,0,0.009,41,40
"788",0.355,0,0.007,41,43
"789",0.28,0,0.016,40,46
"790",0.276,0,0.009,39,52
"791",0.265,0,0.01,38,54
"792",0.244,0,0.012,38,55
"793",0.21,0,0.015,38,55
"794",0.198,0,0.017,38,55
"795",0.19,0,0.021,38,55
"796",0.183,0,0.016,36,63
"797",0.195,0,0.013,36,64
"798",0.22,0,0.008,36,64
"799",0.271,0.1,0.002,35,67
"800",0.356,0.3,0.001,35,68
"801",0.414,0.5,0.004,37,62
"802",0.296,0.7,0.017,42,47
"803",0.2,0.6,0.027,45,39
"804",0.197,1.1,0.028,48,36
"805",0.194,0.5,0.028,49,35
"806",0.19,0.4,0.027,51,37
"807",0.188,0.3,0.028,53,35
"808",0.189,0.2,0.032,53,33
"809",0.205,0.3,0.03,53,35
"810",0.215,0.4,0.0285683987154444,52,38
"811",0.211,0.4,0.0268120289058874,50,44
"812",0.21,0.4,0.025,48,47
"813",0.197,0.1,0.024,47,50
"814",0.2,0.2,0.021,46,55
"815",0.195,0.5,0.021,45,60
"816",0.187,0.3,0.024,45,65
"817",0.156,0.2,0.028,44,69
"818",0.164,0.2,0.025,44,72
"819",0.168,0,0.021,43,77
"820",0.164,0,0.018,42,81
"821",0.184,0,0.015,42,83
"822",0.203,0,0.013,41,85
"823",0.281,0,0.004,42,86
"824",0.289,0,0.005,42,87
"825",0.29,0,0.008,43,85
"826",0.247,0.1,0.014,46,80
"827",0.21,0.2,0.018,50,72
"828",0.199,0.2,0.017,51,72
"829",0.204,0.2,0.019,53,68
"830",0.201,0.4,0.022,56,64
"831",0.233,0.5,0.017,57,64
"832",0.206,0.2,0.023,58,64
"833",0.226,0.1,0.02,57,65
"834",0.257,0.1,0.016,57,67
"835",0.255,0.1,0.013,54,70
"836",0.207,0,0.014,51,78
"837",0.213,0,0.014,48,87
"838",0.197,0,0.012,46,88
"839",0.196,-0.1,0.011,41,87
"840",0.191,-0.1,0.015,39,85
"841",0.174,-0.1,0.019,38,85
"842",0.172,-0.1,0.021,37,84
"843",0.16,-0.1,0.022,36,81
"844",0.154,-0.1,0.023,35,77
"845",0.16,-0.1,0.024,34,76
"846",0.168,-0.1,0.022,33,83
"847",0.18,-0.1,0.021,32,85
"848",0.207,-0.1,0.017,31,86
"849",0.211,-0.1,0.018,31,86
"850",0.213,-0.1,0.018,31,85
"851",0.203,-0.1,0.018,31,82
"852",0.193,-0.1,0.018,31,79
"853",0.202,0,0.017,32,77
"854",0.21,0,0.015,32,75
"855",0.208,0,0.016,32,75
"856",0.236,0,0.014,33,74
"857",0.269,0,0.011,33,73
"858",0.264,0,0.011,34,73
"859",0.269,-0.1,0.01,34,73
"860",0.274,-0.1,0.009,35,73
"861",0.285,0,0.005,35,72
"862",0.294,-0.1,0.003,35,72
"863",0.318,0,0.002,36,71
"864",0.335,0,0,36,71
"865",0.316,0,0.001,36,72
"866",0.381,0.1,0,36,74
"867",0.371,0.2,0,36,73
"868",0.401,0.2,0,36,73
"869",0.369,0.2,0,37,71
"870",0.34,0.1,0,37,70
"871",0.377,0.3,0,37,70
"872",0.468,0.6,0,37,73
"873",0.507,0.8,0.002,38,71
"874",0.356,0.5,0.008,42,58
"875",0.23,0.3,0.015,45,51
"876",0.196,0.3,0.021,48,50
"877",0.184,0.4,0.026,51,51
"878",0.173,0.3,0.029,53,49
"879",0.173,0.4,0.032,56,45
"880",0.199,0.1,0.033,57,44
"881",0.31,0.1,0.03,58,44
"882",0.208,0.1,0.029,56,49
"883",0.232,0.1,0.026,53,55
"884",0.269,0.1,0.019,51,60
"885",0.274,0,0.014,49,65
"886",0.287,0,0.01,48,69
"887",0.293,0,0.008,47,73
"888",0.257,0,0.01,46,75
"889",0.244,0,0.009,46,78
"890",0.231,0,0.008,46,80
"891",0.237,0,0.008,45,82
"892",0.213,0,0.007,44,86
"893",0.21,0,0.007,44,88
"894",0.201,0,0.008,44,89
"895",0.215,0,0.006,44,89
"896",0.233,0.1,0.003,43,89
"897",0.222,0.1,0.008,45,83
"898",0.207,0,0.012,48,76
"899",0.195,0,0.016,53,68
"900",0.193,0.1,0.021,58,58
"901",0.191,0.1,0.027,62,52
"902",0.197,0.1,0.034,65,49
"903",0.183,0.1,0.039,68,45
"904",0.182,0.2,0.042,69,44
"905",0.182,0.2,0.041,69,44
"906",0.173,0.3,0.039,68,48
"907",0.191,0.3,0.036,66,53
"908",0.198,0.25,0.035,64,55
"909",0.208,0.2,0.032,62,60
"910",0.188,0.2,0.033,61,63
"911",0.184,0.2,0.034,60,65
"912",0.182,0.1,0.033,60,68
"913",0.179,0.1,0.031,59,71
"914",0.177,0,0.029,58,74
"915",0.184,0,0.026,56,78
"916",0.187,0,0.024,55,83
"917",0.172,0,0.021,55,87
"918",0.177,0,0.019,55,89
"919",0.181,0,0.02,56,88
"920",0.212,0,0.016,56,88
"921",0.215,0,0.017,57,83
"922",0.217,0,0.022,61,74
"923",0.173,0.1,0.03,65,62
"924",0.174,0.1,0.033,66,57
"925",0.163,0.2,0.039,67,53
"926",0.174,0.3,0.043,69,49
"927",0.186,0.5,0.05,71,45
"928",0.199,0.5,0.055,72,43
"929",0.206,0.5,0.055,73,42
"930",0.218,0.5,0.053,72,45
"931",0.292,0.3,0.039,70,50
"932",0.459,0.3,0.015,68,55
"933",1.145,0.3,0.004,66,59
"934",1.459,0.6,0,63,64
"935",0.965,0.9,0,60,71
"936",0.993,1.1,0,58,76
"937",0.821,0.7,0,56,79
"938",0.762,0.5,0,56,80
"939",0.821,0.7,0,54,81
"940",0.878,1,0,52,85
"941",0.761,1,0,52,84
"942",0.551,0.7,0,51,80
"943",0.477,0.6,0,51,77
"944",0.506,1,0,51,74
"945",0.502,1,0.001,53,65
"946",0.498,0.9,0.004,58,53
"947",0.429,0.8,0.007,64,44
"948",0.244,0.2,0.02,70,35
"949",0.153,0,0.036,72,28
"950",0.16,0,0.037,74,28
"951",0.146,0,0.042,75,26
"952",0.148,0.1,0.044,76,24
"953",0.163,0,0.042,75,24
"954",0.184,0.1,0.038,74,24
"955",0.323,0.5,0.02,71,29
"956",0.592,0.5,0.012,69,33
"957",0.36,0.1,0.025,67,36
"958",0.256,0.1,0.025,65,38
"959",0.212,0.1,0.028,64,38
"960",0.202,0,0.028,63,40
"961",0.192,0,0.028,60,45
"962",0.174,0,0.028,58,49
"963",0.155,0,0.03,57,52
"964",0.177,0,0.022,55,56
"965",0.233,0,0.005,52,64
"966",0.234,0,0.013,53,61
"967",0.265,0.1,0.017,53,59
"968",0.318,0.2,0.013,52,61
"969",0.324,0.4,0.015,53,60
"970",0.261,0.6,0.018,54,58
"971",0.219,0.6,0.023,57,54
"972",0.215,0.6,0.028,61,49
"973",0.222,1,0.036,65,43
"974",0.211,1.5,0.044,69,37
"975",0.188,1.2,0.048,72,33
"976",0.186,0.6,0.052,75,29
"977",0.196,0.7,0.053,76,29
"978",0.21,0.8,0.0475216687443914,75,30
"979",0.27,0.6,0.0405104282878881,72,35
"980",0.264,0.5,0.034,69,40
"981",0.236,0.5,0.034,67,44
"982",0.233,0.7,0.033,64,48
"983",0.224,1.2,0.032,62,52
"984",0.237,0.9,0.03,62,54
"985",0.22,0.6,0.033,61,55
"986",0.203,0.5,0.034,60,57
"987",0.204,0.4,0.032,58,62
"988",0.196,0.2,0.03,57,64
"989",0.217,0.2,0.021,57,66
"990",0.226,0.1,0.021,56,68
"991",0.35,0.2,0.008,54,73
"992",0.398,0.4,0.002,53,77
"993",0.369,0.5,0.011,56,71
"994",0.356,0.9,0.017,59,63
"995",0.373,0.7,0.02,60,62
"996",0.31,0.6,0.024,61,59
"997",0.304,0.6,0.033,62,55
"998",0.298,0.6,0.041,64,50
"999",0.292,0.8,0.05,66,46
"1000",0.286,0.8,0.051,67,45
"1001",0.28,0.8,0.047,65,42
"1002",0.274,0.8,0.043,65,39
"1003",0.268,0.7,0.039,62,40
"1004",0.262,0.4,0.036,60,43
"1005",0.256,0.2,0.026,56,53
"1006",0.25,0.1,0.02,52,59
"1007",0.244,0,0.017,49,60
"1008",0.238,0,0.018,48,57
"1009",0.232,0,0.021,47,50
"1010",0.226,0,0.022,46,50
"1011",0.22,0,0.022,45,51
"1012",0.214,0,0.022,44,52
"1013",0.208,-0.1,0.022,42,54
"1014",0.202,-0.1,0.021,41,56
"1015",0.196,-0.1,0.017,40,59
"1016",0.19,-0.1,0.013,39,59
"1017",0.184,0,0.016,40,52
"1018",0.178,0.1,0.023,42,39
"1019",0.172,0,0.03,45,29
"1020",0.166,0,0.032,48,27
"1021",0.16,0,0.036,50,26
"1022",0.149,0,0.037,52,27
"1023",0.149,0,0.038,53,29
"1024",0.143,0,0.037,54,30
"1025",0.147,0,0.036,55,29
"1026",0.164,0,0.034,55,30
"1027",0.213,0.1,0.025,54,35
"1028",0.288,0.1,0.016,52,39
"1029",0.329,0.4,0.011,51,40
"1030",0.334,0.3,0.012,50,41
"1031",0.297,0,0.019,49,41
"1032",0.363,0,0.017,48,42
"1033",0.413,0.1,0.005,46,45
"1034",0.216,0,0.024,46,41
"1035",0.201,0,0.022,44,45
"1036",0.199,0,0.011740033676946,43,45
"1037",0.295,0,0.001,41,52
"1038",0.315,0.1,0.001,40,52
"1039",0.401,0.6,0,40,53
"1040",0.527,1.2,0.001,40,54
"1041",0.46,1.1,0.004,42,49
"1042",0.438,1.5,0.01,47,41
"1043",0.223,1.6,0.028,54,31
"1044",0.176,1.2,0.034,57,30
"1045",0.185,0.8,0.036,58,30
"1046",0.171,0.7,0.039,62,28
"1047",0.172,0.4,0.04,64,27
"1048",0.176,0.3,0.04,65,28
"1049",0.188,0.1,0.04,67,29
"1050",0.207,0.2,0.037,67,31
"1051",0.308,0.2,0.022,64,35
"1052",0.409,0.3,0.012,63,39
"1053",0.548,0.4,0.002,61,44
"1054",0.647,0.5,0,59,47
"1055",0.62,0.6,0,57,53
"1056",0.375,0.2,0.013,57,52
"1057",0.345,0.1,0.01,55,55
"1058",0.403,0,0.005,54,60
"1059",0.373,0,0.003,52,64
"1060",0.594,0.3,0,49,70
"1061",0.468,0.3,0,48,72
"1062",0.673,0.6,0,47,73
"1063",0.746,1.1,0,46,75
"1064",0.953,2,0,46,75
"1065",0.909,1.6,0.003,50,61
"1066",0.693,1.7,0.004,54,54
"1067",0.489,0.8,0.012,58,44
"1068",0.392,0.4,0.021,64,34
"1069",0.269,0.2,0.035,70,26
"1070",0.265,0.2,0.042,73,25
"1071",0.225,0.6,0.049,76,22
"1072",0.187,0.3,0.059,78,21
"1073",0.163,0.2,0.061,79,20
"1074",0.19,0.2,0.052,78,23
"1075",0.31,0.3,0.035,75,26
"1076",0.514,0.366666666666667,0.015,72,29
"1077",0.56,0.433333333333333,0.009,69,32
"1078",0.324,0.5,0.023,68,34
"1079",0.313,1.9,0.0289131429499355,66,37
"1080",0.243,0.5,0.0341920074098236,64,45
"1081",0.199,0.3,0.038,64,50
"1082",0.187,0.2,0.039,62,56
"1083",0.185,0,0.035,60,61
"1084",0.187,0,0.032,59,65
"1085",0.187,0,0.029,59,69
"1086",0.199,0,0.027,58,72
"1087",0.225,0,0.022,57,73
"1088",0.255,0,0.012,57,76
"1089",0.248,0,0.013,57,75
"1090",0.285,0.1,0.017,61,69
"1091",0.295,0.3,0.023,64,63
"1092",0.274,0.3,0.027,66,61
"1093",0.2335,0.2,0.03,68,61
"1094",0.193,0.2,0.042,71,56
"1095",0.196,0.1,0.041,71,55
"1096",0.18,0.1,0.041,71,56
"1097",0.183,0.1,0.04,68,64
"1098",0.185,0.1,0.038,67,67
"1099",0.178,0.1,0.04,67,67
"1100",0.186,0.1,0.037,64,75
"1101",0.181,0.1,0.036,64,77
"1102",0.181,0,0.034,63,79
"1103",0.182,0,0.032,63,82
"1104",0.171,0,0.032,63,83
"1105",0.175,0,0.028,60,83
"1106",0.176,0,0.02,45,90
"1107",0.177,0,0.023,42,90
"1108",0.196,0,0.024,39,89
"1109",0.206,-0.1,0.025,37,89
"1110",0.18,-0.1,0.024,35,88
"1111",0.199,-0.1,0.024,36,83
"1112",0.206,-0.1,0.021,35,86
"1113",0.205,-0.1,0.018,33,88
"1114",0.198,-0.1,0.019,32,81
"1115",0.193,-0.1,0.019,32,79
"1116",0.201,-0.1,0.018,32,78
"1117",0.208,-0.1,0.021,33,75
"1118",0.205,-0.1,0.022,33,74
"1119",0.197,-0.1,0.023,33,73
"1120",0.214,-0.1,0.026,34,69
"1121",0.207,-0.1,0.029,35,67
"1122",0.216,-0.1,0.029,36,66
"1123",0.222,-0.1,0.029,36,68
"1124",0.217,-0.1,0.03,35,69
"1125",0.214,-0.1,0.03,35,71
"1126",0.21,-0.1,0.029,34,70
"1127",0.225,-0.1,0.029,33,70
"1128",0.24,-0.1,0.028,33,71
"1129",0.22,-0.1,0.028,32,71
"1130",0.22,-0.1,0.028,32,71
"1131",0.211,-0.1,0.029,32,71
"1132",0.207,-0.1,0.028,31,71
"1133",0.21,-0.1,0.027,32,68
"1134",0.211,-0.1,0.024,32,67
"1135",0.229,-0.1,0.021,32,66
"1136",0.257,-0.1,0.021,33,62
"1137",0.271,0,0.015,34,66
"1138",0.263,0,0.019,36,61
"1139",0.226,0.1,0.025,38,51
"1140",0.213,0.1,0.028,41,45
"1141",0.209,0,0.028,44,42
"1142",0.227,0.1,0.026,47,40
"1143",0.212,0.1,0.03,50,39
"1144",0.192,0,0.032,52,41
"1145",0.184,0,0.035,53,40
"1146",0.187,0,0.033,49,62
"1147",0.216,0,0.027,46,81
"1148",0.237,-0.1,0.019,46,77
"1149",0.233,-0.1,0.016,47,73
"1150",0.262,-0.1,0.014,47,70
"1151",0.318,0,0.006,45,74
"1152",0.383,0,0.001,44,77
"1153",0.378,0,0.001,43,79
"1154",0.344,0,0,42,81
"1155",0.321,0,0,41,85
"1156",0.454,0.3,0,40,89
"1157",0.504,0.5,0,39,89
"1158",0.623,0.8,0,38,89
"1159",0.728,1.6,0,37,89
"1160",1.057,2.8,0,38,85
"1161",0.749,1.2,0.004,41,67
"1162",0.405,0.3,0.013,44,51
"1163",0.245,0,0.021,47,45
"1164",0.25,0,0.022,49,41
"1165",0.234,0,0.024,52,39
"1166",0.186,0,0.032,54,36
"1167",0.231,0,0.034,55,35
"1168",0.193,0,0.035,56,34
"1169",0.215,0.1,0.034,57,34
"1170",0.248,0.1,0.03,57,35
"1171",0.321,0.1,0.023,55,38
"1172",0.327,0,0.022,53,40
"1173",0.328,0,0.023,51,42
"1174",0.215,0,0.032,48,42
"1175",0.196,0,0.034,45,40
"1176",0.186,0,0.034,43,39
"1177",0.174,0,0.033,41,42
"1178",0.172,0,0.031,40,46
"1179",0.163,0,0.031,39,47
"1180",0.163,0.1,0.029,39,49
"1181",0.162,0,0.029,38,51
"1182",0.173,0.2,0.028,37,50
"1183",0.222,0.2,0.02,37,49
"1184",0.256,0.1,0.02,37,49
"1185",0.257,0.2,0.022,38,45
"1186",0.227,0.6,0.024,40,40
"1187",0.202,0.7,0.026,42,40
"1188",0.195,0.8,0.028,46,39
"1189",0.188,1.3,0.032,50,38
"1190",0.181,1.4,0.034,53,39
"1191",0.174,2.5,0.0369406500958421,56,38
"1192",0.18,2.3,0.039,58,39
"1193",0.195,1.3,0.038,59,41
"1194",0.208,1,0.037,59,44
"1195",0.228,0.9,0.032,57,49
"1196",0.227,1.1,0.033,56,50
"1197",0.21,0.4,0.034,55,52
"1198",0.213,0.3,0.031,53,55
"1199",0.208,0.1,0.029,51,57
"1200",0.204,0,0.029,50,60
"1201",0.196,0,0.028,48,65
"1202",0.19,0,0.027,48,72
"1203",0.185,0,0.027,49,78
"1204",0.181,0,0.027,50,81
"1205",0.183,0,0.026,51,83
"1206",0.193,0,0.024,52,83
"1207",0.233,0,0.019,51,86
"1208",0.232,0,0.016,51,90
"1209",0.23,0,0.017,52,89
"1210",0.219,0,0.019,54,86
"1211",0.215,0,0.017,57,81
"1212",0.207,0,0.023,60,76
"1213",0.203,0,0.021,61,77
"1214",0.207,0,0.021,64,74
"1215",0.184,0.1,0.029,68,62
"1216",0.168,0.1,0.035,70,55
"1217",0.179,0.1,0.035,71,56
"1218",0.179,0.1,0.036,71,56
"1219",0.177,0,0.035,71,59
"1220",0.185,0,0.032,70,61
"1221",0.161,0,0.033,69,64
"1222",0.155,0.1,0.033,68,69
"1223",0.15,0.1,0.033,68,71
"1224",0.147,0.1,0.033,68,71
"1225",0.137,0.1,0.033,68,71
"1226",0.13,0,0.034,68,71
"1227",0.13,0,0.034,68,71
"1228",0.127,0,0.033,68,73
"1229",0.139,0,0.03,68,73
"1230",0.149,0,0.027,67,76
"1231",0.157,0,0.021,65,76
"1232",0.18,0,0.011,53,76
"1233",0.196,0,0.011,51,77
"1234",0.187,0,0.016,50,73
"1235",0.193,0,0.017,50,68
"1236",0.196,0,0.019,50,66
"1237",0.199,0,0.02,50,65
"1238",0.199,0,0.023,52,62
"1239",0.194,0,0.028,55,57
"1240",0.194,0,0.03,57,55
"1241",0.197,0,0.033,59,52
"1242",0.207,0,0.034,59,51
"1243",0.243,0,0.03,58,54
"1244",0.263,1.35525271560688e-20,0.029,57,55
"1245",0.258,0,0.029,56,56
"1246",0.201,0,0.033,53,59
"1247",0.21,0,0.031,52,63
"1248",0.221,0,0.026,51,69
"1249",0.215,0,0.023,50,72
"1250",0.196,0,0.024,50,72
"1251",0.176,0,0.027,49,71
"1252",0.172,0,0.028,48,68
"1253",0.168,0,0.029,47,68
"1254",0.157,0,0.029,46,68
"1255",0.164,0,0.028,46,68
"1256",0.167,0,0.027,45,71
"1257",0.179,0,0.025,45,72
"1258",0.195,0,0.025,45,74
"1259",0.185,0,0.025,44,77
"1260",0.199,0,0.021,43,86
"1261",0.2025,0,0.023,43,86
"1262",0.206,0,0.023,42,86
"1263",0.222,-0.1,0.023,41,89
"1264",0.217,-0.1,0.02,41,88
"1265",0.199,-0.1,0.019,37,89
"1266",0.206,-0.1,0.02,35,89
"1267",0.183,-0.1,0.022,34,89
"1268",0.189,-0.1,0.023,34,88
"1269",0.18,-0.1,0.027,33,84
"1270",0.168,-0.1,0.029,32,83
"1271",0.163,-0.1,0.03,31,84
"1272",0.164,-0.1,0.03,30,83
"1273",0.161,-0.1,0.03,30,80
"1274",0.158,-0.1,0.029,30,80
"1275",0.157,-0.1,0.029,30,79
"1276",0.162,-0.1,0.029,29,81
"1277",0.163,-0.1,0.028,28,86
"1278",0.167,-0.1,0.029,28,84
"1279",0.171,-0.1,0.029,28,82
"1280",0.182,-0.1,0.028,27,86
"1281",0.188,-0.1,0.026,27,86
"1282",0.188,-0.1,0.028,27,83
"1283",0.188,-0.1,0.029,27,81
"1284",0.204,-0.1,0.028,28,81
"1285",0.195,-0.1,0.029,28,81
"1286",0.205,-0.1,0.029,28,80
"1287",0.211,-0.1,0.028,28,84
"1288",0.201,-0.1,0.029,27,87
"1289",0.21,-0.1,0.028,27,89
"1290",0.214,-0.1,0.028,27,87
"1291",0.235,-0.1,0.027,27,85
"1292",0.233,-0.1,0.026,28,83
"1293",0.216,-0.1,0.027,28,82
"1294",0.205,-0.1,0.027,28,81
"1295",0.204,-0.1,0.027,27,82
"1296",0.199,-0.1,0.028,27,82
"1297",0.186,-0.1,0.028,27,83
"1298",0.187,-0.1,0.028,27,83
"1299",0.186,-0.1,0.027,26,86
"1300",0.182,-0.1,0.027,27,85
"1301",0.182,-0.1,0.028,27,85
"1302",0.189,-0.1,0.025,27,87
"1303",0.196,-0.1,0.024,27,83
"1304",0.207,-0.1,0.021,27,81
"1305",0.205,-0.1,0.021,28,78
"1306",0.209,-0.1,0.023,29,76
"1307",0.218,0,0.025,30,73
"1308",0.229,0,0.025,31,70
"1309",0.229,0,0.026,32,67
"1310",0.229,0,0.027,33,64
"1311",0.244,0,0.027,34,62
"1312",0.249,0,0.028,36,61
"1313",0.253,0,0.028,36,62
"1314",0.263,0,0.025,36,63
"1315",0.271,0,0.023,36,64
"1316",0.308,0,0.018,36,64
"1317",0.327,0,0.017,36,67
"1318",0.371,0,0.014,36,70
"1319",0.345,0,0.015,35,74
"1320",0.302,0,0.006,35,79
"1321",0.301,0,0.008,35,80
"1322",0.304,0,0.007,34,85
"1323",0.287,0,0.004,34,90
"1324",0.265,0,0.006,33,92
"1325",0.259,0,0.007,33,93
"1326",0.271,0,0.005,33,93
"1327",0.343,0,0.002,33,93
"1328",0.467,0.2,0,33,94
"1329",0.513,0.5,0.001,33,95
"1330",0.487,0.6,0.002,33,95
"1331",0.407,0.4,0.008,35,92
"1332",0.282,0,0.019,36,82
"1333",0.243,0.1,0.026,39,71
"1334",0.211,0.1,0.031,42,64
"1335",0.21,0,0.033,45,58
"1336",0.212,0,0.035,47,54
"1337",0.231,0,0.035,49,53
"1338",0.264,0,0.03,50,53
"1339",0.339,0.1,0.018,48,59
"1340",0.426,0,0.006,45,70
"1341",0.381,0,0.009,42,75
"1342",0.332,0,0.011,41,78
"1343",0.316,0,0.01,39,82
"1344",0.286,0,0.009,37,86
"1345",0.277,0,0.008,37,87
"1346",0.276,0,0.004,36,89
"1347",0.307,0,0.001,35,91
"1348",0.329,0,0.001,36,89
"1349",0.326,0,0.005,37,87
"1350",0.292,0,0.01,38,82
"1351",0.198,0,0.018,39,75
"1352",0.195,-0.1,0.023,36,69
"1353",0.209,-0.1,0.027,34,63
"1354",0.189,-0.1,0.031,33,60
"1355",0.176,0,0.033,34,56
"1356",0.186,0,0.032,34,55
"1357",0.186,0,0.033,35,54
"1358",0.187,-0.1,0.033,36,51
"1359",0.189,0,0.0340749178472286,37,47
"1360",0.205,0,0.035,37,46
"1361",0.213,0,0.035,36,44
"1362",0.227,0,0.033,36,45
"1363",0.221,0,0.034,37,42
"1364",0.2,0,0.036,36,41
"1365",0.192,0,0.035,36,42
"1366",0.191,0,0.034,35,42
"1367",0.18,-0.1,0.035,34,42
"1368",0.18,0,0.035,32,39
"1369",0.173,0,0.034,31,41
"1370",0.167,0,0.034,31,42
"1371",0.166,0,0.034,30,42
"1372",0.162,0,0.033,29,45
"1373",0.176,0,0.031,28,47
"1374",0.18,0,0.03,28,47
"1375",0.192,0,0.028,28,47
"1376",0.232,0,0.023,28,48
"1377",0.234,0,0.024,28,49
"1378",0.237,0,0.025,27,72
"1379",0.242,-0.1,0.023,26,84
"1380",0.286,0,0.021,26,88
"1381",0.281,0,0.023,26,89
"1382",0.271,0,0.025,27,85
"1383",0.263,0,0.029,28,80
"1384",0.265,0,0.028,28,81
"1385",0.279,0,0.026,28,86
"1386",0.252,-0.1,0.028,28,81
"1387",0.23,-0.1,0.034,28,77
"1388",0.224,-0.1,0.034,27,78
"1389",0.223,-0.1,0.033,27,79
"1390",0.233,-0.1,0.031,28,80
"1391",0.209,-0.1,0.031,27,82
"1392",0.207,-0.1,0.031,27,84
"1393",0.198,-0.1,0.03,27,84
"1394",0.204,-0.1,0.03,28,84
"1395",0.193,-0.1,0.029,28,85
"1396",0.189,-0.1,0.029,28,87
"1397",0.186,-0.1,0.029,28,87
"1398",0.185,-0.1,0.029,29,85
"1399",0.187,-0.1,0.029,29,84
"1400",0.195,-0.1,0.029,29,83
"1401",0.201,-0.1,0.029,29,83
"1402",0.212,-0.1,0.029,29,83
"1403",0.226,-0.1,0.029,30,85
"1404",0.228,-0.1,0.028,30,85
"1405",0.237,0,0.028,31,87
"1406",0.272,-0.1,0.027,31,86
"1407",0.261,0,0.026,32,86
"1408",0.267,-0.1,0.025,32,86
"1409",0.273,-0.1,0.023,32,88
"1410",0.28,-0.1,0.022,32,88
"1411",0.268,-0.1,0.023,32,88
"1412",0.267,-0.05,0.023,32,89
"1413",0.259,0,0.023,32,89
"1414",0.268,0,0.022,33,89
"1415",0.265,0,0.022,33,90
"1416",0.273,0,0.021,33,90
"1417",0.294,0,0.019,33,91
"1418",0.276,0,0.017,34,92
"1419",0.252,0,0.02,34,92
"1420",0.253,0,0.019,34,93
"1421",0.244,0,0.018,34,93
"1422",0.264,0,0.014,34,94
"1423",0.238,0,0.018,34,94
"1424",0.239,0,0.018,34,94
"1425",0.258,0,0.017,34,94
"1426",0.269,0,0.017,35,93
"1427",0.285,0,0.018,35,92
"1428",0.271,0,0.02,36,91
"1429",0.2645,0,0.02,37,91
"1430",0.258,0,0.022,37,91
"1431",0.241,0,0.023,38,88
"1432",0.242,0,0.023,38,86
"1433",0.255,0,0.022,38,87
"1434",0.276,0,0.021,38,88
"1435",0.288,0,0.019,38,86
"1436",0.267,0,0.021,38,86
"1437",0.257,0,0.021,38,85
"1438",0.23,0,0.022,38,86
"1439",0.24,0,0.022,38,86
"1440",0.248,0,0.022,38,85
"1441",0.229,0,0.024,37,87
"1442",0.222,0,0.026,37,87
"1443",0.227,0,0.024,36,91
"1444",0.224,0,0.023,36,92
"1445",0.239,0,0.022,36,91
"1446",0.236,0,0.023,36,89
"1447",0.268,0,0.02,36,89
"1448",0.284,0,0.018,35,90
"1449",0.311,0,0.017,35,92
"1450",0.313,0,0.017,36,92
"1451",0.291,0,0.019,36,91
"1452",0.318,0,0.017,37,90
"1453",0.295,0,0.018,39,85
"1454",0.307,0,0.018,40,83
"1455",0.326,0,0.014,41,84
"1456",0.368,0.1,0.008,41,85
"1457",0.441,0.2,0.004,41,86
"1458",0.417,0.1,0.008,42,86
"1459",0.333,0,0.01,42,88
"1460",0.385,0,0.006,42,91
"1461",0.36,0,0.004,42,92
"1462",0.427,0.2,0,42,93
"1463",0.353,0.1,0.002,42,94
"1464",0.363,0.1,0,42,94
"1465",0.394,0.2,0,42,94
"1466",0.591,0.7,0,42,95
"1467",0.459,0.4,0,42,95
"1468",0.437,0.3,0,42,95
"1469",0.417,0.3,0,42,95
"1470",0.424,0.4,0,43,95
"1471",0.41,0.4,0,43,95
"1472",0.43,0.5,0,43,95
"1473",0.428,0.5,0.001,45,94
"1474",0.469,0.5,0.001,47,92
"1475",0.443,0.7,0.001,48,93
"1476",0.485,0.9,0.001,48,94
"1477",0.409,0.6,0.001,49,93
"1478",0.499,0.8,0.001,50,92
"1479",0.496,0.8,0,52,91
"1480",0.561,0.9,0,52,93
"1481",0.584,0.9,0,52,93
"1482",0.537,0.8,0,52,93
"1483",0.61,1.1,0,52,94
"1484",0.638,1,0,52,94
"1485",0.571,0.6,0,53,94
"1486",0.407,0.3,0,54,92
"1487",0.473,0.5,0,54,92
