"","co1","so2","ozone","temp","rh"
"4674",0.125,0.1,0.042,98,33
"4675",0.128,0.2,0.039,96,37
"4676",0.137,0.2,0.034,94,42
"4677",0.169,0.4,0.03,92,45
"4678",0.164,0.5,0.029,90,49
"4679",0.136,0.3,0.026,88,52
"4680",0.116,0.3,0.025,87,53
"4681",0.112,0.2,0.025,85,55
"4682",0.125,0.1,0.023,84,60
"4683",0.11,0.2,0.019,82,63
"4684",0.118,0.3,0.014,81,66
"4685",0.136,0.2,0.009,81,67
"4686",0.192,0.3,0.005,80,68
"4687",0.2,0.4,0.007,79,67
"4688",0.162,0.4,0.013,81,62
"4689",0.144,0.4,0.016,84,56
"4690",0.107,0.2,0.013,86,54
"4691",0.126,0.2,0.022,89,49
"4692",0.106,0.2,0.029,91,44
"4693",0.098,0.1,0.034,93,40
"4694",0.107,0.1,0.04,95,35
"4695",0.108,0.1,0.04,96,33
"4696",0.106,0.2,0.039,97,31
"4697",0.1,0.2,0.04,97,30
"4698",0.104,0.3,0.039,96,31
"4699",0.109,0.2,0.034,95,36
"4700",0.114,0.4,0.031,92,41
"4701",0.137,0.3,0.027,90,44
"4702",0.152,0.3,0.024,88,50
"4703",0.143,0.2,0.025,86,55
"4704",0.123,0.1,0.027,85,57
"4705",0.111,0.1,0.024,84,59
"4706",0.103,0.1,0.025,83,61
"4707",0.094,0.1,0.024,83,62
"4708",0.115,0.1,0.02,82,64
"4709",0.13,0,0.015,81,67
"4710",0.152,0.1,0.011,80,68
"4711",0.17,0.2,0.013,80,64
"4712",0.135,0.2,0.018,82,59
"4713",0.114,0.1,0.021,84,53
"4714",0.108,0.1,0.026,86,49
"4715",0.104,0.1,0.028,89,46
"4716",0.103,0.2,0.031,92,40
"4717",0.105,0.1,0.035,94,36
"4718",0.098,0.1,0.04,96,32
"4719",0.097,0.1,0.047,97,29
"4720",0.108,0.1,0.05,97,30
"4721",0.109,0.1,0.049,97,30
"4722",0.11,0.1,0.042,96,32
"4723",0.115,0.2,0.037,95,35
"4724",0.136,0.5,0.032,93,40
"4725",0.148,0.3,0.028,91,45
"4726",0.144,0.2,0.029,89,51
"4727",0.134,0.1,0.029,88,54
"4728",0.123,0.1,0.027,86,57
"4729",0.115,0.1,0.026,85,59
"4730",0.122,0.1,0.023,84,61
"4731",0.106,0.1,0.023,83,64
"4732",0.101,0.1,0.019,81,69
"4733",0.12,0,0.013,81,72
"4734",0.146,0.1,0.01,81,72
"4735",0.161,0.1,0.013,81,66
"4736",0.136,0.2,0.016,82,63
"4737",0.117,0.1,0.02,84,58
"4738",0.113,0.1,0.024,87,54
"4739",0.105,0.1,0.028,89,48
"4740",0.105,0.1,0.034,92,43
"4741",0.095,0.1,0.034,94,40
"4742",0.1,0.1,0.035,96,37
"4743",0.103,0,0.038,97,34
"4744",0.105,0.1,0.043,98,32
"4745",0.107,0.1,0.042,97,33
"4746",0.103,0.2,0.035,97,36
"4747",0.114,0.3,0.031,95,41
"4748",0.133,0.3,0.027,93,45
"4749",0.16,0.296666666666667,0.022,91,48
"4750",0.178,0.293333333333333,0.02,90,51
"4751",0.19,0.29,0.02,88,54
"4752",0.157,0.286666666666667,0.021,87,57
"4753",0.119,0.283333333333333,0.023,86,62
"4754",0.116,0.28,0.021,85,65
"4755",0.1,0.276666666666667,0.019,84,69
"4756",0.101,0.273333333333333,0.017,83,72
"4757",0.11,0.27,0.014,82,73
"4758",0.129,0.266666666666667,0.01,81,75
"4759",0.131,0.263333333333333,0.011,81,71
"4760",0.112,0.26,0.013,83,66
"4761",0.102,0.256666666666667,0.018,85,59
"4762",0.096,0.253333333333333,0.023,88,52
"4763",0.097,0.25,0.027,91,47
"4764",0.1,0.246666666666667,0.03,93,43
"4765",0.098,0.243333333333333,0.034,95,41
"4766",0.098,0.24,0.034,97,37
"4767",0.096,0.236666666666667,0.035,98,35
"4768",0.1,0.233333333333333,0.035,98,35
"4769",0.102,0.23,0.036,98,33
"4770",0.112,0.226666666666667,0.033,98,35
"4771",0.108,0.223333333333333,0.028,96,38
"4772",0.126,0.22,0.026,94,43
"4773",0.132,0.216666666666667,0.023,92,46
"4774",0.142,0.213333333333333,0.023,91,49
"4775",0.145,0.21,0.0213905572287383,89,53
"4776",0.154,0.206666666666667,0.02,88,54
"4777",0.13,0.203333333333333,0.021,87,56
"4778",0.123,0.2,0.019,86,59
"4779",0.117,0.196666666666667,0.017,85,61
"4780",0.112,0.193333333333333,0.014,83,65
"4781",0.104,0.19,0.013,82,68
"4782",0.122,0.186666666666667,0.009,80,74
"4783",0.115,0.183333333333333,0.01,80,71
"4784",0.096,0.18,0.013,83,65
"4785",0.095,0.176666666666667,0.016,85,61
"4786",0.09,0.173333333333333,0.021,87,56
"4787",0.093,0.17,0.024,90,50
"4788",0.1,0.166666666666667,0.03,94,43
"4789",0.097,0.163333333333333,0.029,96,36
"4790",0.094,0.16,0.029,98,32
"4791",0.092,0.156666666666667,0.028,99,30
"4792",0.092,0.153333333333333,0.031,99,31
"4793",0.094,0.15,0.031,99,33
"4794",0.097,0.146666666666667,0.029,98,34
"4795",0.099,0.143333333333333,0.024,96,37
"4796",0.115,0.14,0.021,94,42
"4797",0.144,0.136666666666667,0.02,92,44
"4798",0.169,0.133333333333333,0.016,91,49
"4799",0.175,0.13,0.011,89,54
"4800",0.127,0.126666666666667,0.021,88,56
"4801",0.111,0.123333333333333,0.019,87,58
"4802",0.12,0.12,0.016,86,60
"4803",0.113,0.116666666666667,0.016,85,61
"4804",0.127,0.113333333333333,0.014,85,63
"4805",0.142,0.11,0.012,84,65
"4806",0.185,0.106666666666667,0.007,83,66
"4807",0.223,0.103333333333333,0.007,84,64
"4808",0.18,0.1,0.013,85,58
"4809",0.125,0.1,0.019,87,51
"4810",0.126,0.1,0.024,90,44
"4811",0.117,0,0.027,93,37
"4812",0.115,0,0.027,95,33
"4813",0.107,0,0.034,97,34
"4814",0.104,0.1,0.036,99,31
"4815",0.099,0.1,0.035,100,29
"4816",0.096,0.1,0.034,100,27
"4817",0.101,0,0.034,100,27
"4818",0.114,0.1,0.038,99,29
"4819",0.11,0.2,0.033,98,31
"4820",0.13,0.2,0.024,95,34
"4821",0.159,0.2,0.02,93,38
"4822",0.156,0.3,0.02,91,43
"4823",0.13,0.2,0.021,90,47
"4824",0.116,0.1,0.024,88,52
"4825",0.116,0.1,0.027,87,54
"4826",0.107,0.2,0.022,86,55
"4827",0.117,0.3,0.018,85,57
"4828",0.136,0.2,0.015,84,59
"4829",0.149,0.2,0.012,83,63
"4830",0.177,0.2,0.007,82,64
"4831",0.225,0.3,0.004,81,67
"4832",0.2,0.3,0.008,83,64
"4833",0.141,0.2,0.015,84,60
"4834",0.141,0.1,0.019,85,60
"4835",0.136,0.1,0.027,88,55
"4836",0.124,0.1,0.035,91,48
"4837",0.108,0.1,0.037,94,41
"4838",0.119,0.1,0.045,96,40
"4839",0.112,0.1,0.043,97,38
"4840",0.118,0.1,0.043,97,36
"4841",0.109,0.1,0.043,97,35
"4842",0.111,0.2,0.039,96,33
"4843",0.114,0.2,0.033,95,37
"4844",0.119,0.1,0.027,93,41
"4845",0.138,0.2,0.025,91,45
"4846",0.143,0.2,0.027,90,48
"4847",0.131,0.2,0.027,89,51
"4848",0.12,0.1,0.028,87,53
"4849",0.117,0.1,0.025,86,55
"4850",0.119,0.1,0.024,85,57
"4851",0.103,0.1,0.02,84,60
"4852",0.117,0.2,0.014,83,62
"4853",0.13,0.7,0.01,83,65
"4854",0.151,0.7,0.007,82,68
"4855",0.175,0.4,0.007,82,68
"4856",0.153,0.3,0.011,82,67
"4857",0.127,0.2,0.016,85,60
"4858",0.117,0.1,0.023,88,55
"4859",0.124,0.2,0.03,90,50
"4860",0.105,0.2,0.033,92,46
"4861",0.105,0.1,0.037,94,41
"4862",0.105,0.1,0.035,96,40
"4863",0.107,0.1,0.035,98,34
"4864",0.104,0.1,0.038,98,34
"4865",0.113,0.1,0.041,98,34
"4866",0.114,0.1,0.043,97,34
"4867",0.113,0.1,0.037,96,37
"4868",0.128,0.2,0.026,94,40
"4869",0.139,0.3,0.024,92,45
"4870",0.136,0.3,0.024,91,48
"4871",0.12,0.2,0.023,89,51
"4872",0.114,0.2,0.024,88,53
"4873",0.103,0.1,0.025,87,55
"4874",0.098,0.1,0.021,86,59
"4875",0.099,0.2,0.018,85,62
"4876",0.103,0.2,0.016,84,65
"4877",0.127,0.1,0.01,83,69
"4878",0.159,0.1,0.008,81,71
"4879",0.159,0.1,0.008,81,71
"4880",0.15,0.1,0.011,83,65
"4881",0.126,0.2,0.017,86,55
"4882",0.11,0.1,0.024,88,48
"4883",0.108,0.1,0.029,91,42
"4884",0.109,0.1,0.034,94,37
"4885",0.117,0.1,0.041,96,33
"4886",0.104,0.2,0.043,98,30
"4887",0.102,0.2,0.044,99,28
"4888",0.108,0.2,0.043,99,29
"4889",0.114,0.1,0.044,99,29
"4890",0.115,0.1,0.045,99,31
"4891",0.125,0.1,0.045,98,31
"4892",0.157,0.2,0.039,96,35
"4893",0.167,0.2,0.029,93,39
"4894",0.162,0.3,0.026,92,43
"4895",0.15,0.3,0.025,90,47
"4896",0.126,0.2,0.025,89,49
"4897",0.115,0.3,0.025,88,50
"4898",0.109,0.6,0.022,86,54
"4899",0.116,0.4,0.019,85,57
"4900",0.121,0.2,0.017,84,60
"4901",0.129,0.1,0.013,83,61
"4902",0.158,0.2,0.008,82,61
"4903",0.166,0.3,0.008,82,60
"4904",0.154,0.3,0.013,83,58
"4905",0.152,0.2,0.018,84,56
"4906",0.137,0.1,0.024,87,49
"4907",0.118,0.1,0.03,90,43
"4908",0.11,0.1,0.033,93,37
"4909",0.11,0,0.036,95,34
"4910",0.113,0.2,0.042,97,32
"4911",0.103,0.1,0.042,99,30
"4912",0.105,0.1,0.041,100,28
"4913",0.107,0,0.044,100,28
"4914",0.119,0,0.047,99,31
"4915",0.125,0.1,0.039,97,34
"4916",0.149,0.1,0.03,95,39
"4917",0.184,0.2,0.025,93,44
"4918",0.185,0.2,0.023,91,48
"4919",0.186,0.2,0.023,89,52
"4920",0.175,0.1,0.022,88,55
"4921",0.17,0.1,0.021,86,58
"4922",0.176,0.1,0.017,85,61
"4923",0.165,0.1,0.017,84,63
"4924",0.129,0.1,0.018,85,63
"4925",0.126,0,0.015,84,66
"4926",0.152,0,0.01,83,68
"4927",0.187,0.1,0.01,83,67
"4928",0.137,0.1,0.016,85,62
"4929",0.116,0.1,0.022,87,55
"4930",0.115,0,0.03,90,45
"4931",0.107,0,0.034,93,37
"4932",0.102,0,0.041,95,34
"4933",0.096,0.2,0.042,97,31
"4934",0.099,0.2,0.045,98,28
"4935",0.094,0.1,0.045,98,28
"4936",0.102,0.1,0.042,98,28
"4937",0.111,0.1,0.041,97,29
"4938",0.121,0.2,0.042,97,30
"4939",0.134,0.2,0.042,96,31
"4940",0.171,0.25,0.04,94,37
"4941",0.206,0.3,0.031,92,42
"4942",0.233,0.7,0.029,90,47
"4943",0.274,1.2,0.0286942665335132,88,51
"4944",0.242,1.2,0.029,87,49
"4945",0.143,0.7,0.029,87,51
"4946",0.14,0.2,0.028,86,54
"4947",0.165,1.3,0.022,84,58
"4948",0.166,0.6,0.017,83,61
"4949",0.173,1.2,0.017,83,62
"4950",0.153,1.3,0.018,82,64
"4951",0.164,0.8,0.015,82,64
"4952",0.126,0.4,0.021,84,61
"4953",0.108,0.2,0.029,87,54
"4954",0.106,0.1,0.037,90,48
"4955",0.102,0.1,0.042,93,42
"4956",0.108,0.2,0.051,96,36
"4957",0.108,0.3,0.045,98,32
"4958",0.108,0.2,0.047,99,32
"4959",0.103,0.2,0.045,99,33
"4960",0.106,0.1,0.046,100,32
"4961",0.113,0.1,0.048,100,31
"4962",0.114,0.1,0.046,99,33
"4963",0.109,0.2,0.042,97,35
"4964",0.133,0.4,0.041,95,37
"4965",0.177,1.3,0.047,93,39
"4966",0.214,1.4,0.038,91,42
"4967",0.286,1.1,0.025,89,46
"4968",0.258,0.8,0.022,88,48
"4969",0.148,0.8,0.025,88,48
"4970",0.153,3.5,0.018,87,51
"4971",0.146,1.5,0.015,86,54
"4972",0.186,0.6,0.009,85,57
"4973",0.199,0.3,0.003,83,62
"4974",0.266,0.4,0,82,64
"4975",0.287,0.4,0.003,82,64
"4976",0.287,0.5,0.009,84,61
"4977",0.18,0.2,0.02,88,57
"4978",0.161,0.1,0.033,91,50
"4979",0.119,0.2,0.037,94,42
"4980",0.119,0.1,0.038,96,38
"4981",0.115,0.1,0.036,97,35
"4982",0.119,0.2,0.038,98,34
"4983",0.115,0.2,0.039,99,31
"4984",0.117,0.2,0.037,99,30
"4985",0.115,0.1,0.038,99,29
"4986",0.128,0.4,0.045,98,32
"4987",0.129,0.4,0.041,96,34
"4988",0.149,0.5,0.039,94,38
"4989",0.187,1.5,0.036,92,43
"4990",0.224,1.2,0.028,91,46
"4991",0.179,0.6,0.025,90,47
"4992",0.133,0.3,0.024,89,48
"4993",0.119,0.5,0.025,89,49
"4994",0.107,0.6,0.024,88,51
"4995",0.108,0.4,0.017,86,56
"4996",0.127,0.5,0.012,85,60
"4997",0.137,0.5,0.008,84,62
"4998",0.168,0.5,0.006,83,64
"4999",0.197,0.7,0.006,83,62
"5000",0.182,0.6,0.012,85,50
"5001",0.138,0.3,0.016,87,42
"5002",0.122,0.2,0.022,89,44
"5003",0.117,0.4,0.028,92,40
"5004",0.112,0.5,0.029,94,34
"5005",0.108,0.4,0.031,96,32
"5006",0.11,0.2,0.033,97,29
"5007",0.107,0.2,0.036,99,28
"5008",0.112,0.2,0.033,99,27
"5009",0.114,0.3,0.034,99,27
"5010",0.111,0.5,0.031,98,28
"5011",0.114,0.2,0.029,97,29
"5012",0.148,0.2,0.029,95,32
"5013",0.176,0.6,0.026,93,37
"5014",0.186,1,0.023,90,41
"5015",0.197,1,0.02,89,43
"5016",0.142,0.6,0.026,89,44
"5017",0.12,0.2,0.025,89,45
"5018",0.118,0.4,0.023,87,51
"5019",0.116,0.5,0.018,85,56
"5020",0.122,0.3,0.015,84,60
"5021",0.143,0.3,0.01,83,63
"5022",0.205,0.4,0.004,81,66
"5023",0.22,0.4,0.005,81,64
"5024",0.182,0.5,0.01,83,59
"5025",0.152,0.5,0.011,86,53
"5026",0.129,0.2,0.017,89,49
"5027",0.124,0.2,0.029,91,46
"5028",0.124,0.1,0.039,94,39
"5029",0.118,0.2,0.045,97,33
"5030",0.125,0.4,0.051,99,29
"5031",0.129,0.4,0.047,100,27
"5032",0.122,0.2,0.044,100,28
"5033",0.124,0.1,0.04,101,26
"5034",0.121,0.1,0.038,99,27
"5035",0.125,0.1,0.032,98,29
"5036",0.151,0.2,0.028,96,33
"5037",0.171,0.2,0.025,94,34
"5038",0.186,0.2,0.019,92,37
"5039",0.227,0.5,0.013,90,42
"5040",0.208,0.8,0.009,89,44
"5041",0.189,1.5,0.01,88,45
"5042",0.202,1.8,0.009,87,49
"5043",0.213,1.7,0.011,86,48
"5044",0.201,1.7,0.01,85,51
"5045",0.251,1.6,0.002,85,52
"5046",0.383,1.8,0,84,53
"5047",0.551,2.1,0.001,85,52
"5048",0.453,1.7,0.008,88,46
"5049",0.3,1,0.02,91,42
"5050",0.283,0.6,0.034,94,39
"5051",0.222,0.4,0.051,96,35
"5052",0.172,0.9,0.065,97,30
"5053",0.17,1.2,0.079,99,28
"5054",0.194,1.3,0.09,100,28
"5055",0.198,1.2,0.098,101,26
"5056",0.199,1.2,0.097,101,27
"5057",0.193,1,0.095,101,27
"5058",0.187,0.8,0.085,102,26
"5059",0.162,0.8,0.066,100,27
"5060",0.165,0.7,0.054,99,29
"5061",0.189,0.7,0.043,97,34
"5062",0.156,0.2,0.042,92,46
"5063",0.164,0.6,0.04,90,50
"5064",0.161,0.6,0.039,89,52
"5065",0.163,0.4,0.038,88,56
"5066",0.168,0.3,0.037,87,58
"5067",0.171,0.2,0.034,86,61
"5068",0.163,0.2,0.033,85,64
"5069",0.166,0.2,0.031,84,67
"5070",0.198,0.2,0.025,83,69
"5071",0.307,0.2,0.02,82,70
"5072",0.246,0.2,0.031,84,64
"5073",0.192,0.2,0.039,86,58
"5074",0.199,0.4,0.049,88,52
"5075",0.175,0.8,0.061,90,45
"5076",0.168,0.7,0.063,91,42
"5077",0.169,0.5,0.065,93,40
"5078",0.184,0.4,0.067,94,40
"5079",0.176,0.7,0.065,96,35
"5080",0.17,1.1,0.068,97,33
"5081",0.155,0.7,0.062,97,33
"5082",0.164,0.3,0.056,95,36
"5083",0.165,0.2,0.051,94,37
"5084",0.162,0.2,0.051,93,36
"5085",0.158,0.3,0.052,92,32
"5086",0.166,0.4,0.05,91,29
"5087",0.184,2.8,0.049,89,31
"5088",0.178,5.6,0.04,88,32
"5089",0.168,2.7,0.039,87,35
"5090",0.175,1.2,0.037,85,40
"5091",0.178,0.7,0.037,85,42
"5092",0.173,0.5,0.033,83,45
"5093",0.181,0.5,0.03,82,47
"5094",0.172,0.6,0.03,82,48
"5095",0.192,0.8,0.03,82,48
"5096",0.183,1,0.038,84,44
"5097",0.189,0.9,0.042,85,42
"5098",0.163,0.6,0.052,87,39
"5099",0.148,0.5,0.058,90,35
"5100",0.157,0.4,0.063,91,33
"5101",0.16,0.4,0.071,92,32
"5102",0.158,0.4,0.074,94,28
"5103",0.155,0.4,0.078,96,25
"5104",0.149,0.4,0.08,96,23
"5105",0.145,0.4,0.077,96,23
"5106",0.145,0.4,0.072,96,24
"5107",0.15,0.3,0.062,95,25
"5108",0.162,0.333333333333333,0.055,94,28
"5109",0.191,0.366666666666667,0.051,92,30
"5110",0.22,0.4,0.045,91,32
"5111",0.275,0.2,0.041820353979877,89,34
"5112",0.331,0.2,0.0396080283027265,87,37
"5113",0.212,0.2,0.038,88,34
"5114",0.191,1,0.037,86,37
"5115",0.18,0.6,0.034,84,42
"5116",0.177,0.6,0.032,83,46
"5117",0.176,0.5,0.03,81,49
"5118",0.192,0.3,0.027,80,52
"5119",0.189,0.3,0.029,80,50
"5120",0.186,0.8,0.036,83,45
"5121",0.166,1.7,0.047,86,38
"5122",0.149,1.2,0.054,90,30
"5123",0.134,0.9,0.053,93,26
"5124",0.128,0.6,0.054,94,25
"5125",0.129,0.6,0.058,95,24
"5126",0.13,0.5,0.062,96,23
"5127",0.131,0.5,0.065,97,22
"5128",0.131,0.6,0.068,97,21
"5129",0.136,0.6,0.066,98,21
"5130",0.135,0.3,0.062,97,22
"5131",0.149,0.3,0.057,95,24
"5132",0.167,0.3,0.05,94,27
"5133",0.174,0.3,0.046,92,28
"5134",0.196,0.4,0.04,90,30
"5135",0.216,0.4,0.037,88,33
"5136",0.216,0.5,0.036,87,36
"5137",0.208,0.4,0.037,86,38
"5138",0.185,0.4,0.044,85,40
"5139",0.192,0.3,0.033,83,47
"5140",0.212,0.3,0.024,82,50
"5141",0.227,0.3,0.02,81,51
"5142",0.303,0.4,0.008,81,52
"5143",0.368,0.9,0.008,81,50
"5144",0.406,0.9,0.014,83,48
"5145",0.328,0.7,0.032,86,43
"5146",0.329,0.7,0.047,89,38
"5147",0.201,0.4,0.07,93,30
"5148",0.183,0.3,0.076,96,27
"5149",0.184,0.3,0.091,96,26
"5150",0.207,0.5,0.1,98,24
"5151",0.188,0.6,0.091,99,22
"5152",0.173,0.4,0.084,99,23
"5153",0.18,0.3,0.074,98,25
"5154",0.171,0.3,0.063,97,26
"5155",0.168,0.3,0.06,96,28
"5156",0.193,0.3,0.053,94,32
"5157",0.23,0.5,0.044,92,34
"5158",0.242,0.4,0.036,91,38
"5159",0.237,0.4,0.037,89,42
"5160",0.243,0.7,0.026,87,46
"5161",0.236,0.6,0.028,86,45
"5162",0.217,0.8,0.033,86,45
"5163",0.203,0.6,0.034,85,45
"5164",0.206,0.5,0.032,83,49
"5165",0.241,0.7,0.025,83,53
"5166",0.279,0.8,0.015,83,56
"5167",0.279,0.6,0.012,83,59
"5168",0.273,0.4,0.014,84,59
"5169",0.15,0.3,0.026,87,53
"5170",0.175,0.2,0.035,90,46
"5171",0.144,0.5,0.054,93,38
"5172",0.154,0.3,0.064,95,31
"5173",0.154,0.1,0.067,96,30
"5174",0.159,0.2,0.069,98,28
"5175",0.155,0.3,0.07,98,27
"5176",0.162,0.3,0.069,98,27
"5177",0.148,0.2,0.065,98,28
"5178",0.15,0.1,0.059,97,30
"5179",0.147,0.1,0.055,96,31
"5180",0.149,0.1,0.05,94,36
"5181",0.178,0.5,0.045,92,42
"5182",0.171,0.5,0.041,91,45
"5183",0.183,0.5,0.034,90,47
"5184",0.159,0.3,0.027,89,50
"5185",0.116,0.2,0.028,88,53
"5186",0.102,0.2,0.027,88,54
"5187",0.091,0.4,0.024,86,57
"5188",0.093,0.3,0.02,85,59
"5189",0.11,0.5,0.014,85,59
"5190",0.135,0.7,0.009,84,61
"5191",0.167,0.7,0.007,83,64
"5192",0.139,0.5,0.012,85,62
"5193",0.11,0.2,0.018,87,56
"5194",0.104,0.1,0.023,90,51
"5195",0.107,0.1,0.028,92,46
"5196",0.11,0.1,0.033,95,42
"5197",0.114,0.2,0.041,97,38
"5198",0.12,0.3,0.043,99,34
"5199",0.127,0.4,0.046,101,31
"5200",0.128,0.3,0.047,101,31
"5201",0.127,0.2,0.047,102,29
"5202",0.12,0,0.047,101,30
"5203",0.124,0,0.046,99,33
"5204",0.133,0,0.039,97,36
"5205",0.136,0.2,0.03,95,39
"5206",0.13,0.3,0.026,93,42
"5207",0.113,0.3,0.026,92,43
"5208",0.104,0.1,0.027,91,42
"5209",0.09,0.3,0.027,90,42
"5210",0.082,0.2,0.024,88,48
"5211",0.093,0.3,0.019,87,55
"5212",0.096,0.4,0.015,86,60
"5213",0.102,0.3,0.011,85,59
"5214",0.123,0.5,0.008,84,58
"5215",0.143,0.8,0.008,84,54
"5216",0.118,0.3,0.013,85,51
"5217",0.107,0.2,0.017,87,47
"5218",0.117,0.1,0.024,90,42
"5219",0.111,0.1,0.032,93,38
"5220",0.104,0.2,0.036,95,36
"5221",0.103,0.2,0.04,98,34
"5222",0.111,0.2,0.04,100,30
"5223",0.116,0.3,0.044,102,29
"5224",0.124,0.5,0.049,103,28
"5225",0.125,0.3,0.047,103,28
"5226",0.12,0.2,0.048,102,29
"5227",0.126,0.1,0.051,100,31
"5228",0.149,0,0.041,97,33
"5229",0.148,0.2,0.033,95,34
"5230",0.149,0.3,0.027,93,36
"5231",0.124,0.4,0.029,92,40
"5232",0.11,0.2,0.029,91,42
"5233",0.095,0.2,0.027,90,45
"5234",0.108,0.4,0.022,88,51
"5235",0.102,0.4,0.017,87,55
"5236",0.114,0.3,0.015,86,57
"5237",0.129,0.3,0.013,85,58
"5238",0.159,0.4,0.008,84,60
"5239",0.173,0.4,0.008,84,58
"5240",0.152,0.3,0.012,86,52
"5241",0.111,0.2,0.018,88,47
"5242",0.105,0.2,0.025,91,41
"5243",0.1,0.333333333333333,0.03,94,34
"5244",0.114,0.466666666666667,0.037,97,30
"5245",0.12,0.6,0.046,99,28
"5246",0.115,0.5,0.043,101,27
"5247",0.119,0.4,0.047,103,25
"5248",0.124,0.3,0.05,103,25
"5249",0.115,0.2,0.046,103,25
"5250",0.111,0.2,0.041,102,26
"5251",0.114,0.2,0.036,100,28
"5252",0.151,0.1,0.027,98,31
"5253",0.184,0.4,0.02,95,33
"5254",0.19,0.4,0.016,94,35
"5255",0.162,0.2,0.017,92,39
"5256",0.124,0.1,0.024,91,44
"5257",0.1,0.2,0.025,90,47
"5258",0.095,0.1,0.023,88,50
"5259",0.095,0.2,0.016,87,56
"5260",0.09,0.2,0.015,86,60
"5261",0.096,0.1,0.012,84,64
"5262",0.108,0.1,0.008,83,68
"5263",0.125,0.1,0.008,82,68
"5264",0.117,0.2,0.013,84,61
"5265",0.093,0.1,0.018,86,54
"5266",0.094,0.1,0.023,89,49
"5267",0.09,0.1,0.028,93,39
"5268",0.092,0.1,0.034,96,34
"5269",0.094,0.3,0.041,99,30
"5270",0.099,0.3,0.04,100,29
"5271",0.091,0.2,0.039,102,28
"5272",0.099,0.2,0.042,103,25
"5273",0.105,0.2,0.042,103,26
"5274",0.1,0.1,0.036,102,26
"5275",0.101,0.1,0.033,100,28
"5276",0.13,0.25,0.026,98,32
"5277",0.157,0.4,0.024,96,34
"5278",0.176,0.5,0.021,93,41
"5279",0.147,0.5,0.0239261312160506,92,43
"5280",0.13,0.4,0.027,91,45
"5281",0.126,0.3,0.024,89,48
"5282",0.109,0.3,0.023,88,52
"5283",0.11,0.3,0.02,87,56
"5284",0.107,0.4,0.017,86,59
"5285",0.102,0.3,0.014,84,61
"5286",0.107,0.3,0.012,82,65
"5287",0.11,0.3,0.012,82,64
"5288",0.092,0.2,0.015,83,60
"5289",0.089,0.2,0.019,85,55
"5290",0.091,0.1,0.027,88,48
"5291",0.099,0.2,0.036,92,41
"5292",0.102,0.2,0.042,95,34
"5293",0.1025,0.2,0.046,98,25
"5294",0.103,0.2,0.046,101,19
"5295",0.091,0.2,0.041,103,15
"5296",0.091,0.2,0.044,104,15
"5297",0.097,0.3,0.044,105,15
"5298",0.104,0.2,0.039,103,19
"5299",0.11,0.1,0.034,101,22
"5300",0.128,0.1,0.029,98,27
"5301",0.129,0.5,0.026,95,33
"5302",0.167,0.9,0.024,92,38
"5303",0.194,1.3,0.024,90,40
"5304",0.168,0.9,0.022,90,40
"5305",0.124,0.5,0.023,89,40
"5306",0.128,0.5,0.019,88,42
"5307",0.162,1.1,0.013,88,44
"5308",0.124,0.7,0.017,86,52
"5309",0.129,0.2,0.014,84,57
"5310",0.195,0.2,0.005,82,60
"5311",0.253,0.4,0.004,83,57
"5312",0.232,0.5,0.012,85,49
"5313",0.203,0.5,0.021,89,40
"5314",0.171,0.3,0.036,93,31
"5315",0.153,0.2,0.049,96,27
"5316",0.153,0.2,0.063,99,22
"5317",0.132,0.2,0.07,101,18
"5318",0.124,0.3,0.076,102,17
"5319",0.127,0.3,0.079,104,15
"5320",0.141,0.3,0.085,105,15
"5321",0.15,0.3,0.091,105,14
"5322",0.147,0.2,0.091,105,15
"5323",0.177,0.2,0.097,104,18
"5324",0.205,0.1,0.068,100,22
"5325",0.277,0.2,0.04,98,26
"5326",0.359,0.5,0.017,95,29
"5327",0.351,0.6,0.016,94,30
"5328",0.278,0.5,0.018,93,30
"5329",0.302,0.4,0.014,91,35
"5330",0.256,0.4,0.027,91,38
"5331",0.166,0.2,0.031,90,46
"5332",0.129,0.2,0.034,89,51
"5333",0.158,0.2,0.029,88,54
"5334",0.186,0.2,0.023,87,56
"5335",0.255,0.3,0.02,87,57
"5336",0.212,0.3,0.027,87,57
"5337",0.223,0.3,0.032,88,57
"5338",0.231,0.3,0.04,88,56
"5339",0.239,0.475,0.059,90,51
"5340",0.247,0.65,0.079,94,46
"5341",0.228,0.825,0.085,97,41
"5342",0.188,1,0.075,100,34
"5343",0.185,0.5,0.066,101,31
"5344",0.188,0.5,0.041,87,63
"5345",0.265,0,0.025,93,53
"5346",0.24,-0.1,0.031,94,47
"5347",0.391,0,0.02,93,50
"5348",0.406,0.1,0.016,94,45
"5349",0.215,0.2,0.028,96,35
"5350",0.188,0.2,0.033,94,39
"5351",0.139,0.1,0.041,92,40
"5352",0.118,0.2,0.045,90,44
"5353",0.11,0.3,0.044,88,46
"5354",0.109,0.4,0.044,86,48
"5355",0.114,0.4,0.041,85,51
"5356",0.126,0.5,0.038,84,53
"5357",0.141,0.4,0.034,83,55
"5358",0.167,0.3,0.028,82,58
"5359",0.191,0.3,0.025,81,60
"5360",0.187,0.4,0.029,82,60
"5361",0.196,0.46,0.036,83,59
"5362",0.188,0.52,0.046,85,56
"5363",0.194,0.58,0.056,88,52
"5364",0.204,0.64,0.06,90,49
